"Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Probability (%)","Close Date","Created Date","Next Step","Lead Source","Type","Primary Contact","Account ID","Contact: Email","Contact: Title"
"Verizon Internetworking","PaaS: IoT Cloud Adoption Initiative","Closed Won","Q1-2025","7128.08","97","1/25/2025","1/12/2025","Send a thank-you note to the CFO","Web","New Business","John Crawford","001Hu00003XRhts","john.crawford@verizoninternetworking.com","CMO"
"Exxonmobil Chemical Europe Inc.","OCI: Compute Expansion Project","Meet & Present","Q1-2025","114881.33","23","1/26/2025","1/12/2025","Discuss initial feedback with the CTO","Referral","Renewal","","001Hu00003XRhro","",""
"BOEING SATELLITE SYSTEMS","SaaS: CX Implementation","Meet & Present","Q1-2025","321086.34","21","1/26/2025","1/12/2025","Discuss initial feedback with the CEO","Referral","New Business","Oscar Murphy","001Hu00003XRhvX","oscar.murphy@boeingsatellitesystems.com","Regional Director"
"WALT DISNEY STUDIOS","SaaS: EPM Adoption Initiative","Qualify","Q1-2025","41865.64","13","1/26/2025","1/12/2025","Gather requirements from the CFO","Cold Call","Renewal","Audrey Phillips","001Hu00003XRhrg","audrey.phillips@waltdisneystudios.com","Director of Product"
"JOHNSON & JOHNSON HEALTH CARE SYSTEMS INC","OCI: Autonomous Database Implementation","Meet & Present","Q1-2025","84739.52","21","1/26/2025","1/12/2025","Discuss initial feedback with the CEO","Cold Call","New Business","","001Hu00003XRho5","",""
"BOEING SMIS MISSION SYSTEM","OCI: Compute Implementation","Negotiate","Q1-2025","108178.19","80","1/26/2025","1/12/2025","Resolve open concerns with the Product Manager","Event","New Business","Preston Brennan","001Hu00003XRhpC","preston.brennan@boeingsmismissionsystem.com","Executive Director"
"AT&T CORPORATION CFO","SaaS: HCM Adoption Initiative","Negotiate","Q1-2025","459089.31","76","1/26/2025","1/12/2025","Negotiate terms with the CFO","Event","Expansion","","001Hu00003XRhs1","",""
"AT&T Midwest","OCI: Storage Adoption Initiative","Negotiate","Q1-2025","60086.27","73","1/26/2025","1/12/2025","Finalize contract details with the VP of Sales","Web","New Business","","001Hu00003XRhsW","",""
"AT&T HOUSTON GVOIP UPG","PaaS: Analytics Cloud Expansion Project","Closed Lost","Q1-2025","364966.27","3","1/26/2025","1/12/2025","Document feedback from the CFO","Event","New Business","","001Hu00003XRhv3","",""
"Verizon Sourcing for the benefit of itself and its Affiliates","SaaS: Financials Adoption Initiative","Closed Won","Q1-2025","291267.14","99","1/26/2025","1/12/2025","Set up a kickoff meeting with the CFO","Cold Call","Renewal","Leo Arrington","001Hu00003XRhw0","leo.arrington@verizonsourcingforthebenefitofitselfanditsaffiliates.com","VP of Engineering"
"IBM Fairfax","PaaS: IoT Cloud Expansion Project","Closed Won","Q1-2025","47950.49","95","1/26/2025","1/12/2025","Send a thank-you note to the Director of Operations","Cold Call","Renewal","Jade Cloud","001Hu00003XRhtd","jade.cloud@ibmfairfax.com","Senior Director"
"Walt Disney Internet Group","OCI: Networking Expansion Project","Closed Won","Q1-2025","95284.99","97","1/26/2025","1/12/2025","Prepare onboarding materials for the Product Manager","Social Media","Renewal","Scarlett Thompson","001Hu00003XRhot","scarlett.thompson@waltdisneyinternetgroup.com","CEO"
"DePuy Synthes a Johnson & Johnson Company","OCI: Autonomous Database Expansion Project","Closed Won","Q1-2025","283306.01","95","1/26/2025","1/12/2025","Prepare onboarding materials for the Director of Operations","Cold Call","Expansion","","001Hu00003XRhqc","",""
"Comcast Entertainment Group","PaaS: Integration Cloud Expansion Project","Negotiate","Q1-2025","13982.10","73","1/27/2025","1/12/2025","Resolve open concerns with the VP of Sales","Web","Expansion","Atlas Burrell","001Hu00003XRhpj","atlas.burrell@comcastentertainmentgroup.com","Executive Director"
"AT&T BROADBAND PURCH & LEASING LLC","PaaS: IoT Cloud Upgrade Proposal","Negotiate","Q1-2025","74747.43","78","1/27/2025","1/12/2025","Finalize contract details with the Director of Operations","Web","Renewal","","001Hu00003XRhqH","",""
"BOEING COMMERCIAL AIRPLANE","PaaS: IoT Cloud Upgrade Proposal","Negotiate","Q1-2025","19160.95","78","1/27/2025","1/12/2025","Negotiate terms with the CEO","Social Media","Renewal","Preston Beasley","001Hu00003XRhwI","preston.beasley@boeingcommercialairplane.com","Director of Sales"
"WALMART.COM","PaaS: Blockchain Upgrade Proposal","Negotiate","Q1-2025","406944.17","70","1/27/2025","1/12/2025","Finalize contract details with the Product Manager","Cold Call","Renewal","Hope Dixon","001Hu00003XRhqU","hope.dixon@walmart.com.com","Director of Marketing"
"AT&T Latin America","OCI: Autonomous Database Upgrade Proposal","Qualify","Q1-2025","18903.58","5","1/27/2025","1/12/2025","Gather requirements from the Product Manager","Social Media","Expansion","","001Hu00003XRhpX","",""
"VERIZON DATA CENTER","SaaS: Financials Adoption Initiative","Propose","Q1-2025","437708.10","54","1/27/2025","1/12/2025","Review the proposal with the Product Manager","Web","Renewal","Nora Butler","001Hu00003XRhpG","nora.butler@verizondatacenter.com","Director of Sales"
"AT&T HOSTING & APP SRV","PaaS: Analytics Cloud Implementation","Meet & Present","Q1-2025","243760.22","21","1/27/2025","1/12/2025","Demonstrate product features to the CFO","Web","New Business","","001Hu00003XRhn9","",""
"VERIZON WIRELESS NETWORK PROCUREMENT","OCI: Networking Implementation","Negotiate","Q1-2025","27044.20","80","1/27/2025","1/12/2025","Resolve open concerns with the CEO","Event","New Business","Evan Castillo","001Hu00003XRhp4","evan.castillo@verizonwirelessnetworkprocurement.com","Director of Product"
"PFIZER INC C/O SENTINEL","PaaS: Generative AI Adoption Initiative","Meet & Present","Q1-2025","95997.47","28","1/27/2025","1/12/2025","Discuss initial feedback with the Product Manager","Event","New Business","","001Hu00003XRhuP","",""
"DISNEY WORLD WIDE SERVICES","SaaS: Financials Adoption Initiative","Propose","Q1-2025","21338.92","53","1/27/2025","1/12/2025","Send a proposal to the CEO","Web","Expansion","Julian Conway","001Hu00003XRhrG","julian.conway@disneyworldwideservices.com","VP of Product"
"AT&T SBC Forecasting","OCI: Autonomous Database Upgrade Proposal","Closed Lost","Q1-2025","86398.44","5","1/27/2025","1/12/2025","Document feedback from the CRO","Social Media","Expansion","","001Hu00003XRhqk","",""
"VERIZON WIRELESS NETWORK PROCUREMENT","PaaS: Analytics Cloud Implementation","Closed Won","Q1-2025","75880.08","96","1/27/2025","1/12/2025","Prepare onboarding materials for the VP of Sales","Social Media","Expansion","Autumn Burt","001Hu00003XRhp4","autumn.burt@verizonwirelessnetworkprocurement.com","Director of Engineering"
"Alcona Citizens for Health","OCI: Compute Upgrade Proposal","Closed Won","Q1-2025","11230.30","98","1/27/2025","1/12/2025","Send a thank-you note to the CEO","Event","Renewal","Axel Barry","001Hu00003XRhqm","axel.barry@alconacitizensforhealth.com","Regional Director"
"Citicorp Credit Services, Inc.","OCI: Autonomous Database Adoption Initiative","Closed Won","Q1-2025","96452.07","96","1/27/2025","1/12/2025","Set up a kickoff meeting with the CTO","Event","Expansion","","001Hu00003XRhoG","",""
"Citizens Nursing Home (inc)","PaaS: IoT Cloud Upgrade Proposal","Propose","Q1-2025","81350.01","46","1/28/2025","1/12/2025","Send a proposal to the VP of Sales","Cold Call","Expansion","August Ramos","001Hu00003XRhtk","august.ramos@citizensnursinghome.com","Director of Sales"
"WalMart Stores Incorporated","OCI: Autonomous Database Implementation","Qualify","Q1-2025","50156.99","11","1/28/2025","1/12/2025","Send introduction email to the Product Manager","Referral","Renewal","Layla Bartlett","001Hu00003XRhrd","layla.bartlett@walmartstoresincorporated.com","VP of Sales"
"NetNumber (c/o Comcast)","OCI: Autonomous Database Expansion Project","Negotiate","Q1-2025","46286.88","76","1/28/2025","1/12/2025","Resolve open concerns with the CEO","Social Media","New Business","Audrey Harris","001Hu00003XRhwP","audrey.harris@netnumber.com","Director of Product"
"Verizon Sourcing LLC for Verizon Wireless","OCI: Storage Expansion Project","Qualify","Q1-2025","71113.22","9","1/28/2025","1/12/2025","Gather requirements from the CRO","Referral","Expansion","Rose Cameron","001Hu00003XRhoE","rose.cameron@verizonsourcingllcforverizonwireless.com","Director of Marketing"
"BANK OF AMERICA, NATIONAL ASSOCIATION","SaaS: EPM Upgrade Proposal","Meet & Present","Q1-2025","171006.94","22","1/28/2025","1/12/2025","Demonstrate product features to the CEO","Social Media","Renewal","","001Hu00003XRhvd","",""
"VISTAKON DIVISION OF JOHNSON & JOHNSON","OCI: Storage Adoption Initiative","Propose","Q1-2025","15746.23","49","1/28/2025","1/12/2025","Send a proposal to the CTO","Event","New Business","","001Hu00003XRhoN","",""
"BOEING MISSILES AND SPACE","SaaS: SCM Adoption Initiative","Closed Lost","Q1-2025","184397.51","0","1/28/2025","1/12/2025","Plan re-engagement strategy with the CEO","Referral","Expansion","Isabella Hayes","001Hu00003XRhv5","isabella.hayes@boeingmissilesandspace.com","Director of Marketing"
"Citigroup - The Yield Book","SaaS: HCM Implementation","Closed Lost","Q1-2025","18359.84","5","1/28/2025","1/12/2025","Document feedback from the CEO","Cold Call","Renewal","Gabriel Chavez","001Hu00003XRhu6","gabriel.chavez@citigroup-theyieldbook.com","Director of Operations"
"Verizon Network Operations","OCI: Autonomous Database Adoption Initiative","Closed Won","Q1-2025","408962.37","98","1/28/2025","1/12/2025","Prepare onboarding materials for the Product Manager","Social Media","Expansion","Oscar Sanders","001Hu00003XRhrY","oscar.sanders@verizonnetworkoperations.com","Senior Director"
"COMCAST CORPORATE","PaaS: Generative AI Implementation","Meet & Present","Q1-2025","16149.91","25","1/29/2025","1/12/2025","Hold a meeting with the VP of Sales to present our solution","Social Media","Renewal","Mason Bowman","001Hu00003XRhvj","mason.bowman@comcastcorporate.com","VP of Engineering"
"Pacific Award Metals, Inc.","OCI: Autonomous Database Expansion Project","Meet & Present","Q1-2025","337241.53","29","1/29/2025","1/12/2025","Demonstrate product features to the CTO","Cold Call","Expansion","","001Hu00003XRhsl","",""
"PFIZER - LA JOLLA","OCI: Networking Implementation","Propose","Q1-2025","90869.78","47","1/29/2025","1/12/2025","Send a proposal to the CFO","Social Media","Expansion","Paisley Briggs","001Hu00003XRhth","paisley.briggs@pfizer-lajolla.com","VP of Product"
"JP MORGAN HEDGE FUND SERVICES","PaaS: Generative AI Expansion Project","Meet & Present","Q1-2025","323924.78","30","1/29/2025","1/12/2025","Discuss initial feedback with the CEO","Event","New Business","Natalie Christian","001Hu00003XRhsk","natalie.christian@jpmorganhedgefundservices.com","VP of Sales"
"AT&T/LUCENT","OCI: Networking Implementation","Meet & Present","Q1-2025","468051.31","30","1/29/2025","1/12/2025","Discuss initial feedback with the Product Manager","Social Media","New Business","","001Hu00003XRhqp","",""
"Disney - Charlotte","PaaS: Analytics Cloud Adoption Initiative","Propose","Q1-2025","439029.98","52","1/29/2025","1/12/2025","Send a proposal to the Product Manager","Referral","Renewal","Piper Foster","001Hu00003XRhvE","piper.foster@disney-charlotte.com","CIO"
"Verizon Enterprise Solutions LLC","PaaS: Analytics Cloud Adoption Initiative","Qualify","Q1-2025","322937.01","13","1/29/2025","1/12/2025","Gather requirements from the CEO","Referral","Expansion","Lucy Bray","001Hu00003XRhsC","lucy.bray@verizonenterprisesolutionsllc.com","VP of Product"
"Verizon Sourcing for the benefit of itself and its Affiliates","PaaS: Analytics Cloud Upgrade Proposal","Qualify","Q1-2025","24333.03","6","1/29/2025","1/12/2025","Send introduction email to the CRO","Social Media","Renewal","Finn Lee","001Hu00003XRhw0","finn.lee@verizonsourcingforthebenefitofitselfanditsaffiliates.com","CISO"
"PFIZER CENTRAL RESEARCH","SaaS: CX Expansion Project","Closed Won","Q1-2025","380400.14","100","1/29/2025","1/12/2025","Send a thank-you note to the VP of Sales","Referral","Expansion","Max Thompson","001Hu00003XRhrT","max.thompson@pfizercentralresearch.com","VP of Sales"
"AT&T WIRELESS","PaaS: Analytics Cloud Upgrade Proposal","Closed Won","Q1-2025","41854.72","99","1/29/2025","1/12/2025","Set up a kickoff meeting with the VP of Sales","Web","New Business","","001Hu00003XRhrn","",""
"IBM Endicott","PaaS: Generative AI Adoption Initiative","Closed Won","Q1-2025","80738.43","100","1/29/2025","1/12/2025","Set up a kickoff meeting with the Director of Operations","Event","New Business","Natalie Lee","001Hu00003XRht9","natalie.lee@ibmendicott.com","Executive Director"
"Amazon","PaaS: Generative AI Expansion Project","Propose","Q1-2025","8585.41","47","1/30/2025","1/12/2025","Discuss pricing options with the VP of Sales","Web","Expansion","Taylor Barker","001Hu00003XRhv7","taylor.barker@amazon.com","CRO"
"WORLD WIDE TECHNOLOGIES-INTEL","SaaS: HCM Upgrade Proposal","Meet & Present","Q1-2025","6269.43","28","1/30/2025","1/12/2025","Hold a meeting with the CFO to present our solution","Cold Call","New Business","Charlotte Bennett","001Hu00003XRhv2","charlotte.bennett@worldwidetechnologies-intel.com","Executive Director"
"IBM Corporation - Global Ordering Services","OCI: Compute Upgrade Proposal","Qualify","Q1-2025","13770.04","8","1/30/2025","1/12/2025","Schedule an initial call with the CFO","Referral","Renewal","Quinn Murray","001Hu00003XRhuw","quinn.murray@ibmcorporation-globalorderingservices.com","VP of Engineering"
"Artificial Medical Intelligence Incorporated","SaaS: HCM Expansion Project","Negotiate","Q1-2025","7104.12","79","1/30/2025","1/12/2025","Resolve open concerns with the VP of Sales","Cold Call","New Business","Ethan Blankenship","001Hu00003XRhn1","ethan.blankenship@artificialmedicalintelligenceincorporated.com","Executive Director"
"Verizon Logistics","PaaS: Blockchain Implementation","Propose","Q1-2025","17152.44","52","1/30/2025","1/12/2025","Send a proposal to the VP of Sales","Referral","Renewal","Vincent Atkinson","001Hu00003XRhuk","vincent.atkinson@verizonlogistics.com","Director of Product"
"CSC - Boeing Company","PaaS: Integration Cloud Expansion Project","Qualify","Q1-2025","358654.55","11","1/30/2025","1/12/2025","Schedule an initial call with the CEO","Social Media","Renewal","Scarlett Castro","001Hu00003XRhsd","scarlett.castro@csc-boeingcompany.com","VP of Operations"
"Citigroup Global Markets Inc.","OCI: Storage Implementation","Qualify","Q1-2025","429770.64","6","1/30/2025","1/12/2025","Send introduction email to the CFO","Web","New Business","","001Hu00003XRhq2","",""
"AT&T WIRELESS SERVICES INC","OCI: Networking Expansion Project","Negotiate","Q1-2025","67584.68","77","1/30/2025","1/12/2025","Resolve open concerns with the CRO","Social Media","New Business","","001Hu00003XRhtt","",""
"DisneyToon Studios","PaaS: Blockchain Adoption Initiative","Negotiate","Q1-2025","485792.03","77","1/30/2025","1/12/2025","Negotiate terms with the Product Manager","Event","New Business","Lucas Hughes","001Hu00003XRhsq","lucas.hughes@disneytoonstudios.com","Director of Operations"
"HARBOR PYMTS CO VERIZON","PaaS: Integration Cloud Implementation","Propose","Q1-2025","57105.35","50","1/30/2025","1/12/2025","Review the proposal with the CFO","Web","Expansion","August Ortiz","001Hu00003XRhnk","august.ortiz@harborpymtscoverizon.com","Director of Marketing"
"General Motors International Holdings, Inc.","PaaS: Generative AI Upgrade Proposal","Closed Lost","Q1-2025","23180.36","2","1/30/2025","1/12/2025","Analyze reasons for loss with the CRO","Referral","Renewal","","001Hu00003XRhsJ","",""
"VERIZON BUS PURCH LLC","OCI: Networking Adoption Initiative","Closed Lost","Q1-2025","11750.20","4","1/30/2025","1/12/2025","Document feedback from the CFO","Event","Expansion","Sophia Clay","001Hu00003XRhrN","sophia.clay@verizonbuspurchllc.com","VP of Operations"
"VERIZON Virginia Inc.","OCI: Networking Expansion Project","Closed Lost","Q1-2025","23158.59","2","1/30/2025","1/12/2025","Analyze reasons for loss with the VP of Sales","Web","Renewal","","001Hu00003XRhr3","",""
"Verizon Terremark","PaaS: Integration Cloud Adoption Initiative","Closed Lost","Q1-2025","13241.68","4","1/30/2025","1/12/2025","Document feedback from the CTO","Cold Call","Renewal","Eliza Bell","001Hu00003XRhtu","eliza.bell@verizonterremark.com","Director of Operations"
